Marcas,Combustible,Año,Kms,Cv,Provincia,Precio
FORD Puma ST-LINE X 1.0 EcoBoost MHEV 92KW (125CV) Euro 6.2,Híbrido,2021,27.500 km,125 cv,Vizcaya,22.900 €
HONDA Civic 1.6 i-DTEC Lifestyle Navi,Diésel,2013,125.000 km,120 cv,Ciudad Real,11.900 €
AUDI A5 Q5 SPORTBACK TODOTERRENO 2.0 40 TDI S TRONIC QUATTRO ADVANCED 204 5P,Híbrido,2022,2.602 km,204 cv,Murcia,54.000 €
RENAULT Clio 1.5dCi Energy Zen 66kW,Diésel,2018,86.061 km,90 cv,Barcelona,11.400 €
AUDI A1 1.0 30 TFSI S TRONIC CITYCARVER 5P,Gasolina,2020,40.172 km,116 cv,Castellón,23.500 €
TOYOTA Yaris 1.5 VVT-I HYBRID ACTIVE TECH AUTO 5P,Gasolina,2019,22.291 km,100 cv,Castellón,17.400 €
LEXUS RX 450h Executive,Híbrido,2022,22.000 km,313 cv,Madrid,68.990 €
LEXUS UX 300e Executive,Eléctrico,2021,5.931 km,204 cv,Madrid,38.995 €
VOLVO XC60 2.0 T8 AWD INSCRIPCION AUTO,Gasolina,2018,113.116 km,5 cv,Barcelona,44.900 €
OPEL Mokka 1.5D S&S Edition,Diésel,2023,7 km,110 cv,Salamanca,22.700 €
TOYOTA RAV-4 RAV4 2.5VVT-I 160KW LUXURY AUTO 4WD 222 5PT,Híbrido,2020,112.386 km,222 cv,Madrid,33.900 €
FORD Kuga ST-Line X 2.5 Duratec FHEV Auto,Gasolina,2021,27.481 km,190 cv,Madrid,32.900 €
VOLKSWAGEN Polo 1.0 TSI Life 70kW,Gasolina,2023,16.000 km,95 cv,Alicante,20.900 €
TOYOTA Corolla 1.8 HYBRID STYLE E-CVT 122 5PT,Híbrido,2023,11.678 km,122 cv,Madrid,28.500 €
MINI Countryman Cooper D Aut.,Diésel,2017,196.300 km,150 cv,Madrid,14.900 €
MERCEDES-BENZ Clase A 200d 8G-DCT,Diésel,2019,60.045 km,150 cv,Barcelona,31.885 €
PEUGEOT 508 2.0BlueHDi S&S GT Line EAT8 160,Diésel,2019,111.602 km,163 cv,Salamanca,24.500 €
VOLKSWAGEN ID.3 Pro 150kW 62kWh,Eléctrico,2023,25 km,204 cv,Salamanca,44.900 €
CITROEN C3 Aircross BlueHDi S&S Shine 110,Diésel,2021,53.028 km,110 cv,Sevilla,18.900 €
MERCEDES-BENZ Clase V V-CLASS MONOVOLUMEN 2.0 220 D LONG 163 4P,Diésel,2022,44.574 km,163 cv,Murcia,57.475 €
LAND-ROVER Defender 3.0 D250 MHEV S 110 AUTO 4WD 5P,Diésel,2022,15.553 km,249 cv,Alicante,83.900 €
MERCEDES-BENZ Clase M L 250 BlueTEC 4MATIC,Diésel,2015,151.236 km,204 cv,Valencia,26.900 €
OPEL Grandland X ULTIMATE 1.2 Turbo S S AT8 130 cv,Gasolina,2022,3.000 km,130 cv,Valencia,29.600 €
JEEP Renegade 1.6Mjt Change the Way 4x2,Diésel,2019,55.563 km,120 cv,Guipúzcoa,23.400 €
CITROEN C3 Aircross Puretech S&S Shine Pack EAT6 130,Gasolina,2022,6.841 km,130 cv,Zaragoza,26.490 €
NISSAN Juke 1.6 HYBRID HEV 105KW N-DESIGN SILVER AUT 143 5P,Híbrido,2022,10.865 km,143 cv,Asturias,31.523 €
FORD Puma 1.0 EcoBoost MHEV ST-Line X 125,Gasolina,2023,10 km,125 cv,Vizcaya,27.900 €
DACIA Sandero 0.9 TCE Stepway Essential 66kW,Gasolina,2020,35.798 km,90 cv,Guipúzcoa,13.900 €
MERCEDES-BENZ Clase C 220 d,Híbrido,2021,36.000 km,200 cv,Lugo,43.900 €
SEAT Arona 1.0 TSI S&S Xperience DSG7 XS Edition 110,Gasolina,2022,14.122 km,110 cv,Huesca,23.500 €
MERCEDES-BENZ Clase C Estate 220d 9G-Tronic,Diésel,2018,65.000 km,194 cv,Valencia,32.900 €
AUDI A3 Sportback 35 TFSI S line S tronic 110kW,Gasolina,2019,65.300 km,150 cv,Guipúzcoa,26.500 €
BMW i3 i3s 94Ah BEV,Eléctrico,2019,28.358 km,184 cv,Asturias,28.000 €
SEAT León ST 1.5 TSI S&S FR XS 130,Gasolina,2023,10 km,130 cv,Castellón,24.800 €
SEAT Ibiza STYLE 1.0TSI 95cv GNC,Gasolina,2020,19.147 km,95 cv,Valencia,14.300 €
CITROEN C3 1.5BlueHDi S&S Feel Pack 100,Diésel,2021,28.319 km,100 cv,Valencia,15.990 €
FORD Focus BERLINA ST-LINE X 1.0 EcoBoost MHEV 92KW (125CV) S6.2,Híbrido,2023,10 km,125 cv,Vizcaya,26.500 €
CITROEN C4 Cactus 1.2 PureTech Feel 82,Gasolina,2017,66.256 km,82 cv,Vizcaya,12.900 €
CITROEN C3 1.2 PureTech Live Edition 82,Gasolina,2016,34.200 km,82 cv,Madrid,9.490 €
OPEL Mokka - 1.2 T 96Kw 130cv GS Line Plus  Auto,Gasolina,2021,11.750 km,130 cv,Valencia,22.500 €
FERRARI Roma,Gasolina,2023,1.530 km,620 cv,Barcelona,298.900 €
AUDI Q2 ADVANCED 30 TDI  85(116) KW(CV) S TRONIC,Diésel,2022,23.284 km,116 cv,Murcia,31.000 €
JAGUAR E-Pace 2.0D 110kW 4WD Auto,Diésel,2020,31.230 km,149 cv,Madrid,32.400 €
RENAULT Captur 1.3 TCE 96KW ZEN 130 5P,Gasolina,2020,19.900 km,130 cv,Vizcaya,20.900 €
VOLKSWAGEN Taigo TODOTERRENO 1.0 TSI 81KW R-LINE 110 5P,Gasolina,2023,5.000 km,110 cv,Murcia,28.900 €
VOLKSWAGEN Polo 1.0 TSI Life 70kW,Gasolina,2023,12.000 km,95 cv,Alicante,19.900 €
VOLKSWAGEN Golf 2.0TDI 85kW,Diésel,2021,34.000 km,115 cv,Alicante,24.500 €
RENAULT Clio 0.9 TCE LIMITED 55KW - 18 5P,Gasolina,2019,55.672 km,76 cv,Valencia,13.490 €
MERCEDES-BENZ Clase B 180d,Diésel,2022,14.015 km,116 cv,Asturias,34.500 €
TOYOTA C-HR BERLINA CON PORTON 1.8 VVT-I HYBRID ADVANCE AUTO 122 5P,Híbrido,2022,27.085 km,122 cv,Murcia,26.500 €
AUDI A1 BERLINA CON PORTON 1.0 25 TFSI ADRENALIN EDITION SPORTB,Gasolina,2022,14.352 km,95 cv,Murcia,24.000 €
AUDI A3 SPORTBACK ADVANCED 30 TFSI  81(110) KW(CV) S TR,Gasolina,2022,24.348 km,110 cv,Murcia,32.000 €
FORD Puma 1997 1.0 EcoBoost 155cv ST-Line X Des.MHEV AT,Gasolina,2022,30.788 km,155 cv,Toledo,24.500 €
JEEP Wrangler 2.8CRD Rubicon Aut.,Diésel,2012,118.000 km,200 cv,La Rioja,31.900 €
MERCEDES-BENZ Clase A 250 e,Híbrido,2022,13.670 km,218 cv,Lugo,45.000 €
RENAULT Clio 0.9 TCE LIMITED 55KW - 18 5P,Gasolina,2019,55.672 km,76 cv,Valencia,13.490 €
VOLKSWAGEN Golf 2.0TDI 85kW,Diésel,2021,34.000 km,115 cv,Alicante,24.500 €
BMW X5 xDrive 30dA,Diésel,2020,111.300 km,265 cv,Madrid,51.900 €
BMW X3 xDrive 20dA,Diésel,2018,142.300 km,190 cv,Madrid,31.900 €
BMW X2 sDrive 20iA,Gasolina,2018,117.300 km,192 cv,Madrid,24.900 €
LAND-ROVER Defender 90 3.0D l6 MHEV S AWD Aut. 300,Diésel,2022,17.135 km,300 cv,Madrid,79.900 €
RENAULT Captur 1.3 TCE 96KW ZEN 130 5P,Gasolina,2020,19.900 km,130 cv,Vizcaya,20.900 €
VOLKSWAGEN Taigo TODOTERRENO 1.0 TSI 81KW R-LINE 110 5P,Gasolina,2023,5.000 km,110 cv,Murcia,28.900 €
VOLVO V60 Cross Country D4 AWD Aut.,Diésel,2019,41.712 km,190 cv,Guadalajara,37.900 €
FORD Puma 1997 1.0 EcoBoost 92kW (125cv) ST-Line MHEV,Híbrido,2020,22.577 km,125 cv,Valencia,21.200 €
FORD Puma TITANIUM 1.0ECOBOOOST 125cv,Híbrido,2020,38.664 km,125 cv,Valencia,19.600 €
KIA Sportage 1.6 CRDi Drive 4x2 136,Diésel,2019,31.029 km,136 cv,Valencia,24.500 €
PEUGEOT Rifter e-Rifter 50kWh Standard GT 100kW,Eléctrico,2023,1 km,136 cv,Madrid,37.500 €
CITROEN C4 1.2 PureTech Feel Pack S&S EAT8 130,Gasolina,2023,1 km,130 cv,Zaragoza,27.400 €
AUDI A1 1.0 30 TFSI EPIC EDITION SPORTBACK 5P,Gasolina,2019,83.790 km,116 cv,Murcia,20.950 €
KIA Sportage 1.6 CRDi Drive 4x2 136,Diésel,2019,31.029 km,136 cv,Valencia,24.500 €
FORD Puma 1997 1.0 EcoBoost 92kW (125cv) ST-Line MHEV,Híbrido,2020,20.900 km,125 cv,Madrid,20.900 €
PEUGEOT Rifter e-Rifter 50kWh Standard GT 100kW,Eléctrico,2023,1 km,136 cv,Madrid,37.500 €
RENAULT Clio TCe GPF Energy Zen 66kW,Gasolina,2018,38.344 km,90 cv,Guipúzcoa,14.400 €
SEAT Ibiza 1.0 TSI S&S Style XM 110,Gasolina,2023,2.789 km,110 cv,Córdoba,18.500 €
LEXUS NX 300h Business Navigation 2WD,Híbrido,2019,63.350 km,197 cv,Madrid,33.490 €
RENAULT Austral 1.3 TCe Mild Hybrid Techno CVT 103kW,Gasolina,2023,5 km,140 cv,Barcelona,34.821 €
LEXUS CT 200h Executive,Híbrido,2019,59.245 km,136 cv,Madrid,23.990 €
TOYOTA Corolla 1.8 HYBRID ACTIVE TECH E-CVT 5P,Gasolina,2019,32.287 km,122 cv,Castellón,20.900 €
FORD Focus 1.5Ecoblue Active X 120,Diésel,2021,78.094 km,120 cv,Toledo,19.900 €
BMW i3 i3s 120Ah,Eléctrico,2021,13.214 km,184 cv,Murcia,34.900 €
TOYOTA Corolla 1.8 125H ACTIVE TECH E-CVT,Híbrido,2019,106.425 km,122 cv,Málaga,18.500 €
TOYOTA Yaris Cross 1.5 VVT-I HYBRID ADVENTURE 116 5PT,Híbrido,2022,9.838 km,116 cv,Madrid,29.900 €
DS 3 Crossback 1.2 PureTech 100cv Connected Chic,Gasolina,2020,10.270 km,100 cv,Burgos,18.900 €
AUDI A3 Q3 SPORTBACK TODOTERRENO 2.0 35 TDI S TRONIC ADVANCED 150 5P.,Diésel,2023,10 km,150 cv,Murcia,45.000 €
FORD Focus 1.0 Ecoboost MHEV ST Line 155,Gasolina,2021,17.884 km,155 cv,Valencia,24.900 €
FORD Edge 2.0TDCi ST-Line 4x4 190,Diésel,2019,111.128 km,190 cv,Madrid,31.900 €
PEUGEOT 2008 1.5 BlueHDI S&S Style 100,Diésel,2018,45.490 km,100 cv,Guipúzcoa,17.400 €
OPEL Astra 1.4T Dynamic 150,Gasolina,2018,95.578 km,150 cv,Barcelona,14.900 €
CUPRA Formentor 2.0 TSI 190 DSG 4Drive,Gasolina,2023,200 km,190 cv,Barcelona,49.400 €
PEUGEOT Rifter 1.5BlueHDi S&S Standard Active NAV+ 130,Diésel,2019,103.000 km,131 cv,Vizcaya,21.900 €
PEUGEOT Rifter 1.5BlueHDi S&S Standard Access 100,Diésel,2019,52.659 km,100 cv,Guipúzcoa,19.900 €
MERCEDES-BENZ Clase A 250 e,Híbrido,2020,49.595 km,218 cv,Madrid,41.900 €
CITROEN C4 BERLINA CON PORTON 1.2 PURETECH 81KW LIVE EDITION 110 5,Gasolina,2016,91.575 km,110 cv,Murcia,11.200 €
MITSUBISHI Outlander 2.3 220 DI-D MOTION 2WD 5STR 5P,Diésel,2015,131.446 km,150 cv,Murcia,18.950 €
SEAT Arona 1.0 TSI 81KW STYLE GO2 DSG 5P,Gasolina,2021,16.455 km,110 cv,Murcia,22.450 €
VOLKSWAGEN ID.4 GTX,Eléctrico,2021,32.000 km,299 cv,Alicante,44.000 €
FORD Fiesta 1.1 Ti-VCT 55kW (75CV) Limited Edit. 5p,Gasolina,2021,6 km,75 cv,Guipúzcoa,18.900 €
AUDI A3 Sedán 1.6TDI Black line ed. S tronic 85kW,Diésel,2018,54.600 km,116 cv,Salamanca,25.000 €
VOLKSWAGEN T-Cross 1.0 TSI Advance 81kW,Gasolina,2021,40.347 km,110 cv,Madrid,20.750 €
MERCEDES-BENZ Clase A 180 d,Diésel,2021,24.912 km,116 cv,Barcelona,29.500 €
SEAT Ateca 1.0 TSI S&S Style XM,Gasolina,2022,15 km,110 cv,Barcelona,25.659 €
MERCEDES-BENZ Clase GLA 2.1 220 D DCT 4MATIC 5P,Diésel,2019,89.736 km,170 cv,Castellón,29.900 €
VOLVO XC90 2.0 T8 INSCRIPTION 4WD AUTO 390 5P 7 PLAZAS,Eléctrico,2019,73.066 km,390 cv,Barcelona,56.900 €
MERCEDES-BENZ Clase GLS Mercedes-Maybach 600 4MATIC,Gasolina,2023,3.800 km,557 cv,Barcelona,259.900 €
HYUNDAI Tucson 1.6 TGDI Maxx 4x2,Gasolina,2022,9.629 km,150 cv,Zaragoza,28.000 €
BMW Serie 2 216dA Gran Tourer,Diésel,2021,27.798 km,116 cv,León,32.800 €
RENAULT Arkana 1.3 TCe Techno EDC 103kW,Gasolina,2023,13.041 km,140 cv,Barcelona,28.900 €
MASERATI Grecale 300 GT Aut.,Gasolina,2023,100 km,300 cv,Barcelona,95.300 €
MERCEDES-BENZ Clase B 180d,Diésel,2022,23.842 km,116 cv,Barcelona,37.950 €
CITROEN C4 Cactus 1.5BlueHDi S&S Shine 100,Diésel,2020,38.946 km,100 cv,Guipúzcoa,18.900 €
SUZUKI Vitara 1.4T GLX Mild Hybrid,Gasolina,2021,33.000 km,129 cv,Valencia,20.500 €
BMW X3 xDrive 20dA,Diésel,2018,75.130 km,190 cv,Pontevedra,39.900 €
MERCEDES-BENZ Clase C 220d 4Matic 7G Plus,Diésel,2017,159.555 km,170 cv,Badajoz,25.500 €
PEUGEOT 207 1.4HDI FAP Active,Diésel,2012,114.800 km,70 cv,Tarragona,7.900 €
NISSAN Juke 1.0 DIG-T N-Connecta 4x2 DCT 7 114,Gasolina,2021,10.363 km,114 cv,Córdoba,24.300 €
TOYOTA Yaris 1.5 VVT-I HEV ACTIVE TECH 116CV 5P,Híbrido,2022,18.887 km,116 cv,Málaga,21.990 €
MERCEDES-BENZ Clase GLC 200 4MATIC,Gasolina,2023,9.999 km,197 cv,Córdoba,55.400 €
PEUGEOT 2008 1.5BlueHDi S&S Allure Pack 110,Diésel,2022,13.888 km,110 cv,Sevilla,23.900 €
LAND-ROVER Range Rover Velar 2.0D S 4WD Aut. 180,Diésel,2019,61.024 km,180 cv,Sevilla,46.900 €
VOLVO XC60 T6 Recharge Inscription,Híbrido Enchufable,2021,32.032 km,350 cv,Madrid,53.900 €
SKODA Octavia 2.0TDI CR Like DSG 110kW,Diésel,2019,69.368 km,150 cv,Tarragona,18.900 €
DS DS4 Crossback 1.2 PureTech S&S Style,Gasolina,2018,39.491 km,131 cv,Guipúzcoa,17.900 €
VOLKSWAGEN Golf 1.0 TSI Ready2GO 85kW,Gasolina,2019,102.500 km,115 cv,Alicante,18.900 €
SEAT León 1.5 EcoTSI S&S FR 150,Gasolina,2019,100.610 km,150 cv,Vizcaya,19.900 €
TOYOTA Corolla 1.8 125H ACTIVE TECH E-CVT,Híbrido,2022,35.687 km,122 cv,Madrid,21.490 €
PORSCHE Macan GTS Aut.,Gasolina,2021,28.450 km,440 cv,Barcelona,119.900 €
JEEP Compass 1.3 PHEV Trailhawk EAWD Aut. 240,Híbrido Enchufable,2023,10 km,240 cv,Ávila,44.900 €
FIAT 500 500C 1.2 Lounge,Gasolina,2017,82.400 km,69 cv,Jaén,12.900 €
MERCEDES-BENZ Clase A 200 163cv aut. 7G Tronic,Gasolina,2019,39.600 km,163 cv,Tarragona,31.990 €
TOYOTA Corolla BERLINA CON PORTON 1.8 HYBRID FEEL! E-CVT 122 5P,Híbrido,2019,45.398 km,122 cv,Murcia,21.300 €
BMW X3 xDrive 20dA,Diésel,2018,60.100 km,190 cv,Madrid,33.900 €
OPEL Astra Nuevo  PHEV 5P GS 1.6T Hybrid AT8 S/S 180 HP,Híbrido,2023,59 km,1 cv,Málaga,33.500 €
VOLKSWAGEN T-Cross 1.0 TSI Advance 81kW,Gasolina,2022,20.352 km,110 cv,Córdoba,23.500 €
NISSAN Qashqai 1.6dCi N-Vision 4x2 XTronic,Diésel,2016,57.617 km,130 cv,Vizcaya,21.900 €
FIAT 500 500e 3+1 87Kw La Prima,Eléctrico,2021,6.000 km,118 cv,Las Palmas,27.995 €
VOLKSWAGEN Golf 1.6TDI Advance DSG7 85kW,Diésel,2018,61.500 km,115 cv,Alicante,20.000 €
NISSAN Leaf 40kWh Acenta,Eléctrico,2019,115.000 km,150 cv,Orense,19.900 €
PEUGEOT 308 SW 1.5BlueHDi S&S Style 130,Diésel,2019,118.811 km,130 cv,Guipúzcoa,16.400 €
BMW Serie 2 M2 Coupé,Gasolina,2023,4.100 km,460 cv,Barcelona,86.900 €
RENAULT Arkana 1.6 E-Tech R.S.Line 105kW R.S.Line,Híbrido,2022,15.176 km,145 cv,Barcelona,30.630 €
LEXUS CT 200h Executive,Híbrido,2018,45.000 km,136 cv,Madrid,22.495 €
MERCEDES-BENZ Clase C abrio 220 d,Diésel,2020,39.600 km,194 cv,Barcelona,49.900 €
HYUNDAI Tucson TODOTERRENO 1.6 TGDI 110KW MAXX 150 5P,Gasolina,2022,10.018 km,150 cv,Murcia,27.900 €
SEAT Arona 1.0 TSI S&S Style 110,Gasolina,2022,37.000 km,110 cv,Alicante,18.500 €
TOYOTA RAV-4 RAV4 TODOTERRENO 2.5 VVT-I 160KW FEEL AUTO 218 5P,Híbrido,2019,45.987 km,218 cv,Murcia,36.000 €
AUDI A4 FAMILIAR 2.0 35 TDI S TRONIC ADVANCED AVANT 163 5P,Diésel,2022,26.069 km,163 cv,Murcia,40.500 €
PEUGEOT Rifter 1.5BlueHDi S&S Standard Active NAV+ 130,Diésel,2019,66.570 km,131 cv,Guipúzcoa,24.900 €
TOYOTA C-HR 1.8 VVT-I HYBRID ADVANCE AUTO 5P,Gasolina,2022,31.491 km,122 cv,Barcelona,26.300 €
NISSAN Leaf 40kWh Acenta,Eléctrico,2019,115.000 km,150 cv,Orense,19.900 €
AUDI Q5 2.0TDI quattro-ultra S tronic 120kW,Diésel,2018,79.900 km,163 cv,La Rioja,33.900 €
VOLVO XC40 T5 Recharge Plus Dark Aut.,Híbrido Enchufable,2022,13.603 km,262 cv,Guadalajara,46.900 €
VOLVO XC40 T2 Momentum Core,Gasolina,2021,25.317 km,129 cv,Guadalajara,29.900 €
SEAT Ateca 1.5 EcoTSI S&S X-Perience XM DSG,Gasolina,2022,10.000 km,150 cv,Alicante,33.500 €
CUPRA León 2.0 TSI DSG 140kW,Gasolina,2023,200 km,190 cv,Barcelona,38.900 €
HYUNDAI Kona EV Maxx 150kW,Eléctrico,2022,3.424 km,204 cv,Valencia,35.900 €
CITROEN C3 1.2 PureTech S&S Shine 110,Gasolina,2021,33.546 km,110 cv,Islas Baleares,15.750 €
BMW Serie 1 120i,Gasolina,2015,123.048 km,177 cv,Badajoz,18.900 €
TOYOTA Corolla 1.8 125H ACTIVE TECH E-CVT,Híbrido,2019,83.497 km,122 cv,Málaga,17.900 €
HONDA CR-V TODOTERRENO 1.6 I-DTEC 88KW COMFORT 120 5P,Diésel,2016,38.748 km,120 cv,Murcia,19.800 €
MERCEDES-BENZ Clase A 180 d 85 kW (116 CV),Diésel,2018,67.000 km,116 cv,Alicante,28.500 €
BMW X3 xDrive 20dA,Diésel,2018,188.000 km,190 cv,Cuenca,28.900 €
AUDI A1 1.0 30 TFSI S TRONIC CITYCARVER 5P,Gasolina,2020,40.172 km,116 cv,Barcelona,23.500 €
MERCEDES-BENZ Clase GLC 220 d 4MATIC,Diésel,2023,2.682 km,197 cv,Córdoba,75.735 €
FORD Focus 1.0 Ecoboost ST-Line 125,Gasolina,2023,10 km,125 cv,Vizcaya,25.900 €
AUDI A3 BERLINA CON PORTON 2.0 30 TDI ADVANCED SPORTBACK 116 5P,Diésel,2022,19.586 km,116 cv,Murcia,32.000 €
AUDI A1 Sportback 1.0 TFSI Adrenalin,Gasolina,2017,62.800 km,95 cv,Madrid,15.900 €
MASERATI Levante 430 Vulcano S Aut.,Gasolina,2019,24.000 km,430 cv,Vizcaya,99.000 €
BMW Serie 2 225iA Tourer xDrive,Gasolina,2019,11.100 km,231 cv,Badajoz,30.300 €
SKODA Karoq 1.5 TSI Ambition ACT,Gasolina,2019,63.400 km,150 cv,Madrid,21.900 €
AUDI Q3 35 TDI Black line S tronic 110kW,Diésel,2021,17.100 km,150 cv,Guipúzcoa,39.900 €
MERCEDES-BENZ Clase GLC 220 d 4MATIC,Diésel,2023,2.682 km,197 cv,Córdoba,75.735 €
FORD Focus 1.0 Ecoboost ST-Line 125,Gasolina,2023,10 km,125 cv,Vizcaya,25.900 €
VOLKSWAGEN T-Roc 1.0 TSI 81kW,Gasolina,2023,502 km,109 cv,Salamanca,25.100 €
TOYOTA RAV-4 RAV4 2.5l 220H Advance,Híbrido,2019,78.388 km,218 cv,Huelva,31.990 €
SKODA Scala 1.0 TSI Ambition 81kW,Gasolina,2022,16.711 km,110 cv,Tarragona,19.900 €
DS 3 Crossback DS3 BlueHDi Be Chic 100,Diésel,2020,27.089 km,100 cv,Vizcaya,23.400 €
HYUNDAI Kona TODOTERRENO 1.0 TGDI MAXX 2WD 120 5P,Gasolina,2023,471 km,120 cv,Murcia,22.500 €
VOLVO XC40 T3 Momentum Core Aut.,Gasolina,2021,25.424 km,163 cv,Valencia,34.450 €
PEUGEOT 3008 1.6 BlueHDi Style 120,Diésel,2015,140.812 km,121 cv,Madrid,10.490 €
JEEP Renegade 1.6Mjt Limited 4x2 88kW,Diésel,2014,133.173 km,120 cv,Albacete,14.990 €
VOLKSWAGEN T-Roc 1.0 TSI 81kW,Gasolina,2023,502 km,109 cv,Salamanca,25.100 €
AUDI Q3 35 TDI Black line S tronic 110kW,Diésel,2021,17.100 km,150 cv,Guipúzcoa,39.900 €
PEUGEOT 3008 1.6 BlueHDi Style 120,Diésel,2015,140.812 km,121 cv,Madrid,10.490 €
JEEP Renegade 1.6Mjt Limited 4x2 88kW,Diésel,2014,133.173 km,120 cv,Albacete,14.990 €
LAND-ROVER Range Rover Evoque 2.2L TD4 Pure Tech 4x4,Diésel,2015,159.000 km,150 cv,Vizcaya,18.999 €
MERCEDES-BENZ Clase A 200 d Sedán,Diésel,2022,9.360 km,150 cv,Córdoba,42.100 €
PEUGEOT 208 PureTech 73kW (100CV) GT Line,Gasolina,2020,27.080 km,100 cv,Valencia,17.000 €
VOLKSWAGEN Tiguan 2.0TDI R-Line 110kW,Diésel,2019,99.800 km,150 cv,Pontevedra,25.990 €
VOLKSWAGEN Polo 1.6TDI Advance 70kW,Diésel,2019,119.000 km,95 cv,Pontevedra,13.990 €
FORD Kuga Titanium 1.5 EcoBlue 88kW (120CV),Diésel,2023,10 km,120 cv,Vizcaya,31.900 €
SEAT Ateca 2.0TDI CR S&S Style DSG 150,Diésel,2022,6.508 km,150 cv,Alicante,28.900 €
JAGUAR F-Pace 2.0i4D Portfolio AWD 180,Diésel,2016,54.354 km,180 cv,Barcelona,25.900 €
RENAULT Mégane SPORT TOURER 1.3 TCE ZEN 103KW 140 5P,Gasolina,2021,44.884 km,140 cv,Vizcaya,21.900 €
MAXUS Euniq 5 PICK-UP   4x2  T90 EV 89 kWh,Eléctrico,2023,100 km,147 cv,Zaragoza,53.950 €
NISSAN X-Trail 1.3 DIG-T N-Connecta 4x2 DCT,Gasolina,2020,25.000 km,160 cv,Alicante,25.500 €
CITROEN C4 Picasso 1.2 PureTech S&S Feel 130,Gasolina,2017,49.990 km,130 cv,Valencia,16.990 €
CITROEN C1 1.0 VTi City Edition 72,Gasolina,2019,26.852 km,72 cv,Vizcaya,12.400 €
FIAT Fiorino Combi 1.3Mjt Base 5pl.,Diésel,2018,25.914 km,80 cv,Guipúzcoa,12.400 €
FORD EcoSport 1.0 EcoBoost ST Line 125,Gasolina,2023,10 km,125 cv,Vizcaya,24.900 €
FORD Puma 1997 1.0 EcoBoost 125cv ST-Line MHEV Auto,Gasolina,2021,17.814 km,125 cv,Valencia,23.900 €
AUDI A1 BERLINA CON PORTON 1.0 25 TFSI ADRENALIN EDITION SPORTB,Gasolina,2022,8.391 km,95 cv,Murcia,24.500 €
SEAT Ateca 1.0 TSI S&S Style XM,Gasolina,2022,7.000 km,110 cv,Almería,26.450 €
AUDI Q2 35 TDI Sport S tronic 110kW,Diésel,2019,82.548 km,150 cv,Barcelona,27.900 €
HYUNDAI Tucson 1.6 CRDI Klass 4x2,Diésel,2022,9.322 km,115 cv,Valencia,26.300 €
TOYOTA Yaris 100H 1.5 Active,Híbrido,2019,27.592 km,100 cv,Madrid,17.350 €
BMW X2 sDrive 18d,Diésel,2019,188.500 km,150 cv,Madrid,19.900 €
VOLKSWAGEN Passat 2.0TDI Sport DSG7 110kW,Diésel,2018,84.900 km,150 cv,Madrid,22.900 €
BMW X3 xDrive 20dA,Diésel,2020,55.145 km,190 cv,Pontevedra,39.900 €
JEEP Wrangler 2.8CRD Arctic,Diésel,2013,74.600 km,200 cv,Sevilla,42.000 €
PEUGEOT 5008 1.5 BLUE HDI 130CV GT LINE,Diésel,2019,48.437 km,130 cv,Vizcaya,30.400 €
LAND-ROVER Range Rover Evoque 2.0eD4 SE 2WD 150,Diésel,2016,125.000 km,150 cv,Córdoba,23.980 €
HYUNDAI Kona TODOTERRENO 1.0 TGDI MAXX 2WD 120 5P.,Gasolina,2021,12.531 km,120 cv,Murcia,20.400 €
JEEP Avenger 1.2 Altitude,Gasolina,2023,10 km,100 cv,Ávila,24.390 €
OPEL Zafira 1.9CDTi Energy 120,Diésel,2008,148.000 km,120 cv,Granada,5.300 €
HYUNDAI Kona TODOTERRENO 1.0 TGDI MAXX 2WD 120 5P.,Gasolina,2021,12.531 km,120 cv,Murcia,20.400 €
OPEL Grandland X 1.5CDTi S&S Excellence 130,Diésel,2020,17.890 km,130 cv,Valencia,20.900 €
HYUNDAI Ioniq EV 100kW Klass,Eléctrico,2022,4.810 km,136 cv,Asturias,32.990 €
VOLKSWAGEN Golf 2.0TDI CR BMT Sport DSG 150,Diésel,2015,211.500 km,150 cv,Huesca,15.400 €
PEUGEOT 3008 PureTech 132kW (180CV) EAT8 GT Line,Gasolina,2019,57.000 km,180 cv,Valencia,23.900 €
SEAT Arona 1.0 TSI 110CV STYLE+NAV+PUD,Gasolina,2022,9.940 km,110 cv,Murcia,19.600 €
AUDI A3 BERLINA CON PORTON 2.0 35 TDI S LINE SPORTBACK 150 5P,Diésel,2022,28.864 km,150 cv,Murcia,34.500 €
AUDI A1 SPORTBACK ADVANCED 30 TFSI  85(116) KW(CV) S TR,Gasolina,2019,31.837 km,116 cv,Murcia,21.000 €
SEAT Ibiza 1.0 TSI FR 81 kW (110 CV),Gasolina,2022,28.000 km,110 cv,Alicante,18.200 €
FORD Puma 1.0 EcoBoost MHEV ST-Line X 125,Gasolina,2022,262 km,125 cv,Vizcaya,27.900 €
PORSCHE 911 GT3 PDK,Gasolina,2023,1.800 km,510 cv,Barcelona,259.900 €
JEEP Renegade 4xe 1.3 PHEV 140 kW(190CV)  AT Limited,Híbrido,2023,1 km,190 cv,Sevilla,34.500 €
RENAULT Kadjar 1.3 TCe GPF Limited 103kW,Gasolina,2021,88.926 km,140 cv,Sevilla,19.900 €
FORD Fiesta 1.5TDCi Trend 85,Diésel,2019,112.500 km,85 cv,Cuenca,12.900 €
